198,GBC Standard Plastic Binding Systems Combs,Carlos Soltero,8.85
199,Xerox 1930,Clay Rozendal,6.48
200,Avery 474,Clay Rozendal,2.88
201,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Julia West,880.98
202,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Alan Barnes,200.97
203,"IBM 80 Minute CD-R Spindle, 50/Pack",Joy Bell,20.89
204,"Peel & Seel� Recycled Catalog Envelopes, Brown",Joy Bell,11.58
205,Avery 506,Joy Bell,4.13
206,Prang Drawing Pencil Set,Jack Lebron,2.78
207,TDK 4.7GB DVD+RW,Anthony Johnson,14.48
208,U.S. Robotics 56K Internet Call Modem,Anthony Johnson,99.99
209,Xerox 190,Anthony Johnson,4.98
210,Standard Line� �While You Were Out� Hardbound Telephone Message Book,Eugene Barchas,21.98
211,CF 888,Eugene Barchas,195.99
212,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Thomas Seio,200.97
213,Dana Halogen Swing-Arm Architect Lamp,Bryan Mills,40.97
214,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Bryan Mills,349.45
215,Lexmark Z25 Color Inkjet Printer,Eugene Barchas,80.97
216,Hon Multipurpose Stacking Arm Chairs,Sylvia Foulston,216.6
217,Hon Olson Stacker Stools,Sylvia Foulston,140.81
218,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Carl Ludwig,22.72
219,12-1/2 Diameter Round Wall Clock,Julia West,19.98
220,Epson DFX5000+ Dot Matrix Printer,Don Jones,1500.97
221,"Fellowes Basic 104-Key Keyboard, Platinum",Mike Pelletier,20.95
222,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Mike Pelletier,23.99
223,GBC Standard Therm-A-Bind Covers,Eugene Barchas,24.92
224,"80 Minute CD-R Spindle, 100/Pack - Staples",Ann Chong,39.48
225,Xerox 1892,Ann Chong,38.76
226,Staples Paper Clips,Charles McCrossin,2.47
227,"Metal Folding Chairs, Beige, 4/Carton",Annie Cyprus,33.94
228,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Annie Cyprus,8.33
229,Computer Printout Paper with Letter-Trim Perforations,Carlos Soltero,18.97
230,Bush Mission Pointe Library,Doug Bickford,150.98
231,Hon Olson Stacker Stools,Carlos Daly,140.81
232,Xerox 1929,Fred Wasserman,22.84
233,Home/Office Personal File Carts,Fred Wasserman,34.76
234,Avery 507,Sylvia Foulston,2.88
235,i470,Michelle Lonsdale,205.99
236,3M Organizer Strips,Sylvia Foulston,5.4
237,"Imation 3.5 IBM Diskettes, 10/Box",Sylvia Foulston,8.46
238,"GE 4 Foot Flourescent Tube, 40 Watt",Sylvia Foulston,14.98
239,300 Series Non-Flip,Sylvia Foulston,155.99
240,"Executive Impressions 13"" Chairman Wall Clock",Charlotte Melton,25.38
241,Micro Innovations 104 Keyboard,Barry French,10.97
242,US Robotics 56K V.92 External Faxmodem,Heather Kirkland,99.99
243,Fellowes Staxonsteel� Drawer Files,Heather Kirkland,193.17
244,Accessory39,Heather Kirkland,20.99
245,Telescoping Adjustable Floor Lamp,Henry Goldwyn,19.99
246,Canon MP41DH Printing Calculator,Frank Price,150.98
247,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jim Radford,370.98
248,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Jim Radford,179.99
249,"Memo Book, 100 Message Capacity, 5 3/8� x 11�",Ralph Knight,6.74
250,Belkin 6 Outlet Metallic Surge Strip,Delfina Latchford,10.89
251,Xerox 21,Delfina Latchford,6.48
252,GBC DocuBind TL200 Manual Binding Machine,Roy Skaria,223.98
253,"Sauder Forest Hills Library, Woodland Oak Finish",Roy Skaria,140.98
254,Xerox 1940,Monica Federle,54.96
255,Bagged Rubber Bands,Monica Federle,1.26
256,Xerox 1897,Charles McCrossin,4.98
257,Poly Designer Cover & Back,Don Miller,18.99
258,Bionaire Personal Warm Mist Humidifier/Vaporizer,Jeremy Lonsdale,46.89
259,"Acme� 8"" Straight Scissors",Jeremy Lonsdale,12.98
260,Heavy-Duty E-Z-D� Binders,Grant Carroll,10.91
261,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Carl Ludwig,4.98
262,Deluxe Rollaway Locking File with Drawer,Carlos Daly,415.88
263,252,Ralph Knight,65.99
264,6160,Cindy Schnelling,115.99
265,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Claudia Miner,5.02
266,Prismacolor Color Pencil Set,Roy Skaria,19.84
267,Wilson Jones DublLock� D-Ring Binders,Delfina Latchford,6.75
268,Binder Posts,Edward Hooks,5.74
269,Epson LQ-570e Dot Matrix Printer,Edward Hooks,270.97
270,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Don Miller,260.98
271,Fellowes PB300 Plastic Comb Binding Machine,Grant Carroll,387.99
272,Rush Hierlooms Collection Rich Wood Bookcases,Grant Carroll,160.98
273,Avery 481,Brad Eason,3.08
274,Sharp AL-1530CS Digital Copier,Charles McCrossin,499.99
275,"SAFCO Commercial Wire Shelving, Black",Charles McCrossin,138.14
276,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Charles McCrossin,41.94
277,Self-Adhesive Address Labels for Typewriters by Universal,Charles McCrossin,7.31
278,StarTAC Series,Bryan Mills,65.99
279,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Monica Federle,7.64
280,Dana Halogen Swing-Arm Architect Lamp,Michelle Lonsdale,40.97
281,Global Comet� Stacking Armless Chair,Michelle Lonsdale,299.05
282,Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs,Michelle Lonsdale,291.73
283,"Fellowes Internet Keyboard, Platinum",Michelle Lonsdale,30.42
284,Deluxe Rollaway Locking File with Drawer,Beth Thompson,415.88
285,Luxo Economy Swing Arm Lamp,Cindy Schnelling,19.94
286,"*Staples* vLetter Openers, 2/Pack",Cindy Schnelling,3.68
287,Staples 6 Outlet Surge,Nicole Hansen,11.97
288,Acco Perma� 2700 Stacking Storage Drawers,Nicole Hansen,29.74
289,Fellowes Stor/Drawer� Steel Plus� Storage Drawers,Nicole Hansen,95.43
290,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Cari Schnelling,300.65
291,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Cari Schnelling,45.19
292,Lock-Up Easel 'Spel-Binder',Roy Skaria,28.53
293,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Susan Vittorini,5.68
294,"Tenex File Box, Personal Filing Tote with Lid, Black",Susan Vittorini,15.51
295,Fellowes Black Plastic Comb Bindings,Sylvia Foulston,5.81
296,Assorted Color Push Pins,Sylvia Foulston,1.81
297,HP Office Paper (20Lb. and 87 Bright),Chad Cunningham,6.68
298,Staples Vinyl Coated Paper Clips,Chad Cunningham,3.93
299,Canon MP41DH Printing Calculator,Carlos Daly,150.98
300,Newell 310,Carlos Daly,1.76
301,Kensington 7 Outlet MasterPiece Power Center,Grant Carroll,177.98
302,"DAX Metal Frame, Desktop, Stepped-Edge",Julia West,20.24
303,Bush Mission Pointe Library,Roy Skaria,150.98
304,Accessory21,Cindy Schnelling,20.99
305,8860,Don Jones,65.99
306,Array� Memo Cubes,Beth Thompson,5.18
307,"Fiskars 8"" Scissors, 2/Pack",Beth Thompson,17.24
308,12 Colored Short Pencils,Alan Barnes,2.6
309,Pizazz� Global Quick File�,Alan Barnes,14.97
310,Imation 5.2GB DVD-RAM,Carl Ludwig,60.98
311,Acco Perma� 2700 Stacking Storage Drawers,Carl Ludwig,29.74
312,Portable Personal File Box,Carl Ludwig,12.21
313,"Snap-A-Way� Black Print Carbonless Speed Message, No Reply Area, Duplicate",Jamie Kunitz,29.14
314,Ibico Covers for Plastic or Wire Binding Elements,Heather Kirkland,11.5
315,Hanging Personal Folder File,Heather Kirkland,15.7
316,Tennsco Double-Tier Lockers,Heather Kirkland,225.02
317,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Doug Bickford,9.27
318,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Doug Bickford,6.84
319,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Doug Bickford,4.98
320,PC Concepts 116 Key Quantum 3000 Keyboard,Doug Bickford,32.98
321,Epson Stylus 1520 Color Inkjet Printer,Carlos Daly,500.97
322,Avery 494,Toby Braunhardt,2.61
323,Self-Adhesive Address Labels for Typewriters by Universal,Toby Braunhardt,7.31
324,Accessory37,Toby Braunhardt,20.99
325,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Cari Schnelling,5.34
326,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,Thomas Seio,4.06
327,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Thomas Seio,99.99
328,"Peel & Seel� Recycled Catalog Envelopes, Brown",Thomas Seio,11.58
329,Cardinal Poly Pocket Divider Pockets for Ring Binders,Brendan Dodson,3.36
330,Canon PC1060 Personal Laser Copier,Brendan Dodson,699.99
331,Sterling Rubber Bands by Alliance,Charlotte Melton,4.71
332,Newell 312,Beth Thompson,5.84
333,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Beth Thompson,218.75
334,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Eugene Barchas,15.98
335,"Avery Flip-Chart Easel Binder, Black",Michelle Lonsdale,22.38
336,GBC Binding covers,Michelle Lonsdale,12.95
337,R280,Grant Carroll,155.99
338,Accessory9,Beth Paige,35.99
339,U.S. Robotics 56K Internet Call Modem,Dorothy Wardle,99.99
340,Tennsco Industrial Shelving,Muhammed MacIntyre,48.91
341,Staples Bulldog Clip,Charlotte Melton,3.78
342,"Micro Innovations Micro 3000 Keyboard, Black",Muhammed MacIntyre,26.31
343,"Fellowes Basic 104-Key Keyboard, Platinum",Claudia Miner,20.95
344,Xerox 1882,Claudia Miner,55.98
345,Carina Double Wide Media Storage Towers in Natural & Black,Claudia Miner,80.98
346,Portable Personal File Box,Brendan Dodson,12.21
347,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Dorothy Wardle,13.9
348,Eldon Cleatmat� Chair Mats for Medium Pile Carpets,Mike Pelletier,55.5
349,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Edward Hooks,5.28
350,Hon 94000 Series Round Tables,Edward Hooks,296.18
351,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Jamie Kunitz,92.23
352,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Jamie Kunitz,1270.99
353,"Global High-Back Leather Tilter, Burgundy",Julia West,122.99
354,Poly Designer Cover & Back,Jeremy Lonsdale,18.99
355,"Lifetime Advantage� Folding Chairs, 4/Carton",Jeremy Lonsdale,218.08
356,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Jeremy Lonsdale,20.24
357,Stockwell Push Pins,Jeremy Lonsdale,2.18
358,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Cindy Schnelling,4.98
359,8260,Heather Kirkland,65.99
360,3390,Alan Barnes,65.99
361,"Global Deluxe Stacking Chair, Gray",Hunter Glantz,50.98
362,Bevis 36 x 72 Conference Tables,Hunter Glantz,124.49
363,"Avery Flip-Chart Easel Binder, Black",Hunter Glantz,22.38
364,"Howard Miller 16"" Diameter Gallery Wall Clock",Julia West,63.94
365,"ACCOHIDE� 3-Ring Binder, Blue, 1""",Carlos Daly,4.13
366,"Global High-Back Leather Tilter, Burgundy",Barry French,122.99
367,"Wilson Jones Hanging View Binder, White, 1""",Susan Vittorini,7.1
368,Boston 1730 StandUp Electric Pencil Sharpener,Carl Jackson,21.38
369,Accessory31,Carl Jackson,35.99
370,Accessory8,Carl Jackson,85.99
371,Fellowes 17-key keypad for PS/2 interface,Alan Barnes,30.73
372,Hanging Personal Folder File,Charlotte Melton,15.7
373,Ibico Covers for Plastic or Wire Binding Elements,Beth Thompson,11.5
374,Hoover Portapower� Portable Vacuum,Bryan Mills,4.48
375,Fellowes Command Center 5-outlet power strip,Alan Barnes,67.84
376,SAFCO Arco Folding Chair,Alan Barnes,276.2
377,Accessory12,Beth Paige,85.99
378,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Mike Pelletier,200.98
379,3390,Delfina Latchford,65.99
380,GBC DocuBind TL300 Electric Binding System,Susan Vittorini,896.99
381,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Dorothy Wardle,15.01
382,Microsoft Internet Keyboard,Dorothy Wardle,20.97
383,TDK 4.7GB DVD-R,Dorothy Wardle,10.01
384,Xerox 1977,Susan Vittorini,6.68
385,DAX Solid Wood Frames,Jamie Kunitz,9.77
386,Honeywell Enviracaire� Portable Air Cleaner for up to 8 x 10 Room,Fred Wasserman,76.72
387,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Doug Bickford,59.98
388,8260,Fred Wasserman,65.99
389,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Susan Vittorini,23.99
390,Multimedia Mailers,Doug Bickford,162.93
391,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Claudia Miner,10.94
392,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Claudia Miner,40.98
393,"DXL� Angle-View Binders with Locking Rings, Black",Frank Price,5.99
394,8260,Frank Price,65.99
395,Newell� 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Dorothy Wardle,4.57
396,Laser & Ink Jet Business Envelopes,Dorothy Wardle,10.67
397,Okidata ML390 Turbo Dot Matrix Printers,Dorothy Wardle,442.14
398,"Eldon Regeneration Recycled Desk Accessories, Smoke",Allen Rosenblatt,1.74
399,Accessory36,Dorothy Wardle,55.99
400,"Linden� 12"" Wall Clock With Oak Frame",Julia West,33.98
401,2160i,Ralph Knight,200.99
402,Global Deluxe High-Back Office Chair in Storm,Michelle Lonsdale,135.99
403,"Howard Miller 16"" Diameter Gallery Wall Clock",Charlotte Melton,63.94
404,Canon MP100DHII Printing Calculator,Charlotte Melton,140.99
405,Accessory21,Allen Rosenblatt,20.99
406,Verbatim DVD-R 4.7GB authoring disc,Neola Schneider,39.24
